0.49844,-0.87,0,0.00125,1
0.51094,-0.87,0.0078125,0.00125,1
0.52188,-0.87,0.015625,0.00125,1
0.53281,-0.8725,0.023438,0.00125,1
0.54375,-0.8725,0.03125,0.00125,1
0.55469,-0.8725,0.039063,0.00125,1
0.56563,-0.8725,0.046875,0.00125,1
0.57656,-0.875,0.054688,0.00125,1
0.5875,-0.875,0.0625,0.00125,1
0.59844,-0.875,0.070313,0.00125,1
0.60938,-0.8775,0.078125,0.00125,1
0.62031,-0.8775,0.085938,0.00125,1
0.63125,-0.8775,0.09375,0.00125,1
0.64219,-0.88,0.10156,0.00125,1
0.65312,-0.88,0.10938,0.00125,1
0.66406,-0.8825,0.11719,0.00125,1
0.675,-0.8825,0.125,0.00125,1
0.68594,-0.8825,0.13281,0.00125,1
0.69687,-0.885,0.14063,0.00125,1
0.70938,-0.885,0.14844,0.00125,1
-1,-1,0.15625,0.00125,1
-1,-1,0.16406,0.00125,1
-1,-1,0.17188,0.00125,1
-1,-1,0.17969,0.00125,1
-1,-1,0.1875,0.00125,1
-1,-1,0.19531,0.00125,1
-1,-1,0.20313,0.00125,1
-1,-1,0.21094,0.00125,1
-1,-1,0.21875,0.00125,1
-1,-1,0.22656,0.00125,1
-1,-1,0.23438,0.00125,1
-1,-1,0.24219,0.00125,1
-1,-1,0.25,0.00125,1
-1,-1,0.25781,0.00125,1
-1,-1,0.26563,0.00125,1
-1,-1,0.27344,0.00125,1
-1,-1,0.28125,0.00125,1
-1,-1,0.28906,0.00125,1
-1,-1,0.29688,0.00125,1
-1,-1,0.30469,0.00125,1
-1,-1,0.3125,0.00125,1
-1,-1,0.32031,0.00125,1
-1,-1,0.32813,0.00125,1
-1,-1,0.33594,0.00125,1
-1,-1,0.34375,0.00125,1
-1,-1,0.35156,0.00125,1
-1,-1,0.35938,0.00125,1
-1,-1,0.36719,0.00125,1
-0.54531,-0.9325,0.375,0.00125,1
-0.51094,-0.9175,0.38281,0.00125,1
-0.48906,-0.9125,0.39063,0.00125,1
-0.47031,-0.905,0.39844,0.00125,1
-0.45156,-0.9,0.40625,0.00125,1
-0.43437,-0.895,0.41406,0.00125,1
-0.41875,-0.8925,0.42188,0.00125,1
-0.40312,-0.89,0.42969,0.00125,1
-0.3875,-0.885,0.4375,0.00125,1
-0.37344,-0.8825,0.44531,0.00125,1
-0.35938,-0.8825,0.45313,0.00125,1
-0.34531,-0.88,0.46094,0.00125,1
-0.33125,-0.8775,0.46875,0.00125,1
-0.31719,-0.875,0.47656,0.00125,1
-0.30469,-0.875,0.48438,0.00125,1
-0.29063,-0.8725,0.49219,0.00125,1
-0.27812,-0.87,0.5,0.00125,1
-0.26406,-0.87,0.50781,0.00125,1
-0.25156,-0.8675,0.51563,0.00125,1
-0.23906,-0.8675,0.52344,0.00125,1
-0.225,-0.8675,0.53125,0.00125,1
-0.2125,-0.865,0.53906,0.00125,1
-0.2,-0.865,0.54688,0.00125,1
-0.1875,-0.8625,0.55469,0.00125,1
-0.17344,-0.8625,0.5625,0.00125,1
-0.16094,-0.8625,0.57031,0.00125,1
-0.14844,-0.8625,0.57813,0.00125,1
-0.13594,-0.86,0.58594,0.00125,1
-0.12344,-0.86,0.59375,0.00125,1
-0.11094,-0.86,0.60156,0.00125,1
-0.098437,-0.86,0.60938,0.00125,1
-0.085938,-0.8575,0.61719,0.00125,1
-0.071875,-0.8575,0.625,0.00125,1
-0.059375,-0.8575,0.63281,0.00125,1
-0.046875,-0.8575,0.64063,0.00125,1
-0.034375,-0.8575,0.64844,0.00125,1
-0.021875,-0.8575,0.65625,0.00125,1
-0.009375,-0.855,0.66406,0.00125,1
0.003125,-0.855,0.67188,0.00125,1
0.015625,-0.855,0.67969,0.00125,1
0.028125,-0.855,0.6875,0.00125,1
0.040625,-0.855,0.69531,0.00125,1
0.053125,-0.855,0.70313,0.00125,1
0.065625,-0.855,0.71094,0.00125,1
0.078125,-0.855,0.71875,0.00125,1
0.089063,-0.855,0.72656,0.00125,1
0.10156,-0.855,0.73438,0.00125,1
0.11406,-0.855,0.74219,0.00125,1
0.12656,-0.855,0.75,0.00125,1
0.13906,-0.855,0.75781,0.00125,1
0.15156,-0.855,0.76563,0.00125,1
0.1625,-0.855,0.77344,0.00125,1
0.175,-0.855,0.78125,0.00125,1
0.1875,-0.855,0.78906,0.00125,1
0.2,-0.855,0.79688,0.00125,1
0.21094,-0.8575,0.80469,0.00125,1
0.22344,-0.8575,0.8125,0.00125,1
0.23594,-0.8575,0.82031,0.00125,1
0.24687,-0.8575,0.82813,0.00125,1
0.25937,-0.8575,0.83594,0.00125,1
0.27031,-0.8575,0.84375,0.00125,1
0.28281,-0.8575,0.85156,0.00125,1
0.29531,-0.8575,0.85938,0.00125,1
0.30625,-0.86,0.86719,0.00125,1
0.31719,-0.86,0.875,0.00125,1
0.32969,-0.86,0.88281,0.00125,1
0.34062,-0.86,0.89063,0.00125,1
0.35312,-0.86,0.89844,0.00125,1
0.36406,-0.8625,0.90625,0.00125,1
0.375,-0.8625,0.91406,0.00125,1
0.3875,-0.8625,0.92188,0.00125,1
0.39844,-0.8625,0.92969,0.00125,1
0.40938,-0.865,0.9375,0.00125,1
0.42031,-0.865,0.94531,0.00125,1
0.43281,-0.865,0.95313,0.00125,1
0.44375,-0.865,0.96094,0.00125,1
0.45469,-0.8675,0.96875,0.00125,1
0.46562,-0.8675,0.97656,0.00125,1
0.47656,-0.8675,0.98438,0.00125,1
0.4875,-0.8675,0.99219,0.00125,1
0.49844,-0.87,1,0.00125,1
0.52031,-0.8375,0,0.02625,1
0.53125,-0.84,0.0078125,0.02625,1
0.54219,-0.84,0.015625,0.02625,1
0.55469,-0.84,0.023438,0.02625,1
0.56563,-0.8425,0.03125,0.02625,1
0.57656,-0.8425,0.039063,0.02625,1
0.58906,-0.8425,0.046875,0.02625,1
0.6,-0.8425,0.054688,0.02625,1
0.61094,-0.845,0.0625,0.02625,1
0.62187,-0.845,0.070313,0.02625,1
0.63281,-0.845,0.078125,0.02625,1
0.64531,-0.8475,0.085938,0.02625,1
0.65625,-0.8475,0.09375,0.02625,1
0.66719,-0.8475,0.10156,0.02625,1
0.67813,-0.85,0.10938,0.02625,1
0.69063,-0.85,0.11719,0.02625,1
0.70156,-0.85,0.125,0.02625,1
0.7125,-0.8525,0.13281,0.02625,1
0.725,-0.8525,0.14063,0.02625,1
0.73594,-0.855,0.14844,0.02625,1
-1,-1,0.15625,0.02625,1
-1,-1,0.16406,0.02625,1
-1,-1,0.17188,0.02625,1
-1,-1,0.17969,0.02625,1
-1,-1,0.1875,0.02625,1
-1,-1,0.19531,0.02625,1
-1,-1,0.20313,0.02625,1
-1,-1,0.21094,0.02625,1
-1,-1,0.21875,0.02625,1
-1,-1,0.22656,0.02625,1
-1,-1,0.23438,0.02625,1
-1,-1,0.24219,0.02625,1
-1,-1,0.25,0.02625,1
-1,-1,0.25781,0.02625,1
-1,-1,0.26563,0.02625,1
-1,-1,0.27344,0.02625,1
-1,-1,0.28125,0.02625,1
-1,-1,0.28906,0.02625,1
-1,-1,0.29688,0.02625,1
-1,-1,0.30469,0.02625,1
-1,-1,0.3125,0.02625,1
-1,-1,0.32031,0.02625,1
-1,-1,0.32813,0.02625,1
-1,-1,0.33594,0.02625,1
-1,-1,0.34375,0.02625,1
-1,-1,0.35156,0.02625,1
-0.56094,-0.8925,0.35938,0.02625,1
-0.53281,-0.8825,0.36719,0.02625,1
-0.51406,-0.8775,0.375,0.02625,1
-0.49531,-0.8725,0.38281,0.02625,1
-0.47813,-0.8675,0.39063,0.02625,1
-0.4625,-0.8625,0.39844,0.02625,1
-0.44531,-0.86,0.40625,0.02625,1
-0.42969,-0.8575,0.41406,0.02625,1
-0.41406,-0.855,0.42188,0.02625,1
-0.4,-0.8525,0.42969,0.02625,1
-0.38594,-0.85,0.4375,0.02625,1
-0.37031,-0.8475,0.44531,0.02625,1
-0.35781,-0.845,0.45313,0.02625,1
-0.34375,-0.845,0.46094,0.02625,1
-0.32969,-0.8425,0.46875,0.02625,1
-0.31563,-0.8425,0.47656,0.02625,1
-0.30312,-0.84,0.48438,0.02625,1
-0.28906,-0.84,0.49219,0.02625,1
-0.27656,-0.8375,0.5,0.02625,1
-0.2625,-0.8375,0.50781,0.02625,1
-0.25,-0.835,0.51563,0.02625,1
-0.2375,-0.835,0.52344,0.02625,1
-0.22344,-0.835,0.53125,0.02625,1
-0.21094,-0.8325,0.53906,0.02625,1
-0.19844,-0.8325,0.54688,0.02625,1
-0.18437,-0.8325,0.55469,0.02625,1
-0.17188,-0.83,0.5625,0.02625,1
-0.15938,-0.83,0.57031,0.02625,1
-0.14531,-0.83,0.57813,0.02625,1
-0.13281,-0.83,0.58594,0.02625,1
